,fire_size_class,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
3767,C,2,2,1,4,6,5,4,5,2,2,1,4,5,1,3,3
3768,B,5,4,4,3,2,1,0,0,6,6,6,6,4,3,0,6
3769,B,3,3,2,1,1,1,0,1,5,5,5,6,1,3,5,1
3770,B,3,3,3,4,5,6,5,5,2,1,3,4,4,4,5,4
3771,C,6,6,6,6,2,2,2,3,6,6,6,6,6,5,6,6
3772,C,2,2,1,2,4,5,5,4,4,2,4,4,6,6,6,2
3773,C,4,3,2,1,1,0,1,0,1,4,6,5,2,3,5,1
3774,B,2,1,1,0,2,2,4,1,3,3,1,5,6,6,6,6
3775,B,4,5,5,5,0,0,0,1,6,6,6,6,6,3,4,6
3776,B,0,0,0,0,5,6,6,6,3,4,4,1,2,2,4,1
3777,B,0,0,0,0,2,1,2,1,0,3,5,3,2,4,5,5
3778,B,2,3,2,3,3,3,3,4,1,0,0,0,0,0,0,0
3779,C,6,6,6,6,2,2,2,3,5,5,4,5,5,5,5,4
3780,B,1,1,1,2,6,5,5,6,2,0,1,4,5,2,3,6
3781,C,5,5,5,4,1,2,4,1,3,5,5,3,4,3,3,2
3782,B,2,2,3,4,4,5,5,4,0,0,0,1,5,2,3,3
3783,B,3,2,2,0,0,0,0,0,6,3,2,3,4,2,1,4
3784,B,2,2,1,4,4,3,5,4,1,1,1,4,0,1,2,5
3785,B,4,3,4,2,0,0,0,0,4,3,4,5,0,0,2,1
3786,B,1,1,0,1,3,4,4,5,4,5,3,3,5,5,4,4
3787,B,4,4,3,4,4,5,6,4,3,2,0,4,2,2,4,4
3788,B,6,6,6,6,3,3,4,2,4,3,2,3,4,4,5,0
3789,B,3,3,4,2,5,4,5,2,0,0,0,2,0,2,0,0
3790,B,5,5,5,6,1,1,3,2,3,4,3,4,2,4,4,1
3791,B,0,1,1,2,0,0,1,4,1,1,2,2,3,3,3,3
3792,B,0,0,1,1,4,3,3,2,2,3,1,3,3,3,2,2
3793,B,1,1,1,0,1,2,2,2,4,4,5,5,5,0,0,5
3794,C,4,4,5,6,6,5,5,3,3,4,4,5,2,3,2,4
3795,B,1,0,1,1,5,4,5,4,2,2,2,2,1,1,1,5
3796,B,6,6,5,5,2,1,2,2,4,4,4,3,1,0,1,3
3797,B,0,0,0,0,0,1,1,1,3,3,2,2,5,6,3,3
3798,C,1,1,1,1,2,3,2,5,4,4,6,2,6,6,6,5
3799,C,1,2,2,2,2,3,3,4,2,2,3,2,1,1,2,5
3800,B,6,5,5,4,0,0,0,1,2,2,3,1,0,1,2,3
3801,B,1,1,1,1,5,5,5,6,3,5,6,2,1,1,0,0
3802,C,4,5,5,5,1,2,3,2,1,1,2,3,0,1,3,2
3803,B,0,0,0,1,6,6,6,6,1,0,0,4,3,3,0,3
3804,B,3,4,3,3,3,3,4,5,3,4,4,1,4,0,2,3
3805,C,4,4,4,5,2,1,2,3,0,0,0,0,0,0,0,0
3806,B,3,2,1,0,6,6,6,5,4,5,6,6,5,6,6,4
3807,B,2,2,3,4,6,6,6,6,1,1,0,1,2,2,3,4
3808,B,3,3,3,4,5,5,3,4,6,6,6,6,6,6,3,3
3809,B,2,3,2,3,2,1,1,2,0,0,1,1,6,2,4,2
3810,B,2,2,2,1,0,0,0,2,2,2,1,6,0,0,0,5
3811,B,2,1,1,1,3,4,4,3,6,6,6,6,4,3,4,3
3812,B,6,6,6,6,4,4,3,4,2,4,4,1,3,4,5,1
3813,C,1,1,2,2,5,4,4,5,3,2,3,2,5,2,3,4
3814,B,1,1,3,1,4,4,3,2,3,2,5,3,4,3,4,5
3815,C,6,6,6,6,5,4,4,4,0,0,0,0,0,0,1,3
3816,B,0,1,1,2,3,3,4,1,4,5,3,3,6,6,6,5
3817,D,3,2,2,1,2,2,3,1,1,1,1,0,2,3,4,2
3818,B,2,2,2,2,1,1,2,2,6,6,6,3,4,3,5,0
3819,B,4,4,5,5,6,6,6,6,0,1,1,0,0,1,2,3
3820,B,3,3,4,4,5,6,5,4,5,5,5,6,6,6,2,5
3821,B,6,6,6,5,3,2,1,4,1,1,0,3,0,0,0,3
3822,B,3,3,2,4,4,5,3,5,6,5,4,4,6,6,5,3
3823,C,1,2,2,0,0,0,1,0,4,3,3,0,4,4,4,0
3824,B,5,5,5,6,6,5,4,4,5,6,5,4,5,5,2,1
3825,B,1,1,1,2,4,4,4,4,3,2,4,1,5,3,4,2
3826,B,0,0,1,0,5,6,6,6,5,3,2,2,0,0,0,2
3827,B,3,2,1,0,1,2,2,2,4,5,4,5,2,2,4,1
3828,B,1,1,0,2,6,6,6,6,6,6,6,6,0,1,2,2
3829,B,5,5,5,6,3,4,1,1,6,6,6,6,6,6,6,6
3830,B,3,3,2,4,6,6,5,6,1,0,0,2,3,5,4,0
3831,B,0,2,2,2,3,2,3,5,6,4,4,2,5,6,6,5
3832,B,1,1,2,3,5,5,4,4,0,0,0,1,1,1,2,1
3833,B,3,4,3,4,5,6,5,6,3,2,1,2,2,2,4,5
3834,B,2,2,2,0,2,2,3,4,0,0,0,4,2,1,2,0
3835,B,2,1,1,2,6,5,6,6,0,0,0,2,4,1,0,5
3836,C,2,2,1,3,0,0,1,1,4,3,2,2,2,3,0,3
3837,B,1,2,3,1,6,6,6,6,3,2,2,4,3,5,6,4
3838,B,5,4,4,4,0,0,0,0,3,2,3,3,3,4,5,2
3839,B,5,4,4,4,1,3,2,2,4,4,6,6,3,5,3,6
3840,B,0,0,0,0,5,5,6,4,3,5,1,2,4,5,0,5
3841,C,6,6,6,6,2,1,2,3,3,2,3,3,3,2,0,6
3842,B,1,1,1,1,5,5,5,5,6,6,6,3,6,5,6,4
3843,B,0,0,0,0,1,1,2,3,1,2,2,0,3,4,4,4
3844,B,1,1,1,1,0,0,0,1,3,4,2,1,5,6,4,6
3845,B,4,4,3,2,0,1,1,1,6,6,6,6,3,2,1,5
3846,B,5,5,5,4,0,0,1,0,5,5,4,4,6,4,5,3
3847,B,3,3,3,5,5,5,5,5,5,5,6,6,6,5,6,3
3848,B,1,1,0,2,6,6,4,5,5,5,3,5,6,5,5,5
3849,B,6,6,6,5,3,2,3,2,4,4,4,4,2,1,2,5
3850,B,4,4,4,5,5,5,3,4,4,5,5,4,3,0,0,1
3851,C,4,4,4,5,6,6,6,4,4,4,5,6,2,2,3,4
3852,B,5,5,5,5,1,0,0,0,4,5,5,6,5,6,2,6
3853,B,2,2,1,1,2,3,5,4,3,2,0,2,6,6,6,6
3854,C,4,4,4,4,2,2,1,2,0,0,0,0,2,1,0,0
3855,C,4,3,3,4,1,2,3,0,4,3,2,3,6,5,1,3
3856,B,5,5,5,4,5,2,2,2,6,6,6,6,6,6,1,1
3857,B,5,6,5,5,0,0,0,0,5,4,2,5,6,0,0,3
3858,B,1,1,3,1,2,3,3,3,1,0,0,1,1,2,2,5
3859,C,4,4,5,5,5,5,4,3,2,3,3,5,4,2,0,4
3860,C,1,1,1,1,3,2,3,4,4,2,2,4,6,5,6,6
3861,B,0,0,2,0,2,3,4,2,6,6,6,6,3,4,5,5
3862,B,6,6,6,6,1,1,0,0,4,5,6,5,6,6,6,5
3863,B,3,3,3,3,0,0,0,0,1,1,1,4,2,1,0,1
3864,B,3,2,3,1,6,6,6,6,0,0,0,0,5,6,1,1
3865,B,6,6,6,6,2,0,0,1,3,6,5,4,6,6,0,6
3866,B,3,3,3,4,3,1,2,3,1,1,3,1,3,0,1,4
3867,C,1,2,1,3,1,1,2,0,3,3,2,4,5,6,6,3
3868,B,5,5,5,5,0,0,0,0,5,4,2,1,1,0,0,0
3869,C,3,3,3,4,4,3,3,4,4,3,2,4,4,5,4,5
3870,B,1,2,3,1,4,5,6,3,1,1,1,1,1,1,3,3
3871,E,0,0,0,0,6,5,5,6,6,6,6,6,6,6,6,6
3872,B,4,4,5,4,0,1,3,0,2,2,2,2,1,1,3,2
3873,B,1,0,0,0,4,4,4,3,4,3,2,4,6,3,2,3
3874,B,1,0,0,2,6,6,6,6,2,2,2,3,6,6,6,6
3875,B,4,5,5,5,6,6,5,5,1,1,1,3,3,5,6,2
3876,C,6,6,6,6,4,4,3,5,6,5,5,6,1,3,0,6
3877,C,0,1,1,0,5,6,6,6,2,3,3,4,1,2,3,5
3878,G,4,4,4,4,2,2,3,2,4,4,2,1,3,4,2,4
3879,B,0,0,0,2,2,2,1,2,2,1,0,0,2,2,0,1
3880,B,1,2,1,2,6,5,4,5,2,3,4,4,3,3,4,3
3881,B,4,4,4,5,5,5,5,5,1,2,4,3,6,6,6,5
3882,B,2,1,2,3,2,1,2,4,5,4,6,4,5,1,1,6
3883,B,4,4,4,4,6,5,5,4,2,2,2,2,5,2,0,2
3884,C,2,1,1,2,4,4,2,6,0,0,1,0,4,3,2,0
3885,B,1,2,1,1,3,3,2,2,3,5,6,5,5,4,4,5
3886,B,5,5,6,5,0,1,2,0,5,6,5,2,6,6,1,0
3887,B,2,1,2,3,3,4,5,2,1,1,1,2,1,2,4,6
3888,C,1,1,0,0,0,0,1,0,4,1,2,3,3,0,2,2
3889,B,6,6,5,5,3,4,3,2,0,0,1,0,3,1,2,0
3890,C,3,2,4,4,0,0,1,0,1,1,2,3,6,5,6,5
3891,B,5,5,5,4,3,3,2,4,6,6,6,6,5,3,5,6
3892,C,3,2,2,0,0,0,0,0,6,6,4,6,2,0,0,3
3893,C,3,3,4,4,6,6,6,6,5,4,6,4,5,4,1,4
3894,B,2,2,3,2,2,3,4,2,1,2,1,4,6,2,0,2
3895,B,0,0,0,0,5,5,4,5,2,1,0,4,1,2,3,5
3896,B,0,0,0,0,6,5,4,5,6,3,4,2,2,3,5,3
3897,B,5,5,5,4,2,3,4,2,5,5,4,2,3,3,2,0
3898,C,0,2,2,0,3,5,6,3,3,2,3,2,2,3,4,6
3899,B,4,4,4,5,1,0,0,0,6,6,6,6,6,6,6,5
3900,B,0,1,1,1,3,2,2,3,2,3,1,3,4,4,4,4
3901,B,1,2,2,2,4,3,3,4,4,5,2,4,6,6,1,6
3902,B,2,2,0,0,1,2,2,4,5,4,2,4,3,0,1,0
3903,B,2,3,4,2,5,5,2,3,0,0,0,5,4,0,0,6
3904,B,1,3,3,0,5,5,5,5,2,0,0,0,4,5,4,0
3905,C,1,0,0,0,4,5,6,5,5,5,3,5,5,2,4,4
3906,C,2,1,2,2,5,5,5,4,4,3,4,5,6,6,6,6
3907,C,1,0,1,2,3,4,4,4,2,2,1,5,5,4,5,6
3908,B,6,5,6,6,1,1,1,2,3,3,2,5,3,2,1,3
3909,B,5,5,4,4,0,0,2,1,2,2,2,0,0,1,3,0
3910,B,3,2,1,0,4,5,6,3,1,3,4,2,1,1,3,0
3911,B,6,6,6,6,3,2,2,2,6,6,6,6,6,6,2,6
3912,B,1,1,1,2,1,0,1,5,6,6,6,0,1,0,1,1
3913,B,5,5,5,4,0,0,0,0,5,6,4,4,2,2,2,2
3914,B,3,3,2,2,0,0,0,0,0,0,1,2,1,3,4,0
3915,B,1,1,1,1,4,4,4,6,4,6,6,5,4,5,5,4
3916,B,2,2,2,1,6,5,5,6,0,1,0,3,3,5,1,3
3917,B,3,3,3,4,2,1,0,0,1,2,3,4,4,5,5,3
3918,B,0,1,1,2,3,2,1,2,2,0,1,2,4,1,3,4
3919,B,0,0,0,0,6,6,6,6,3,4,2,1,1,2,1,1
3920,B,2,1,1,0,5,5,4,3,5,3,3,3,5,1,2,2
3921,B,5,5,5,4,0,1,2,2,2,2,2,6,1,2,3,6
3922,C,5,5,6,6,4,3,2,5,3,3,3,5,0,2,0,0
3923,B,0,1,0,1,0,1,2,0,2,2,1,4,6,6,6,6
3924,B,4,4,4,4,6,5,5,5,0,0,2,1,2,3,5,3
3925,B,6,6,6,6,0,0,0,0,5,4,3,1,1,0,2,0
3926,B,3,4,4,4,2,2,2,0,4,5,5,2,5,5,4,1
3927,B,0,0,0,1,1,1,2,2,5,2,1,2,6,1,2,5
3928,B,1,1,0,2,5,4,5,4,5,4,4,4,6,6,6,4
3929,B,6,6,6,6,2,1,1,2,4,4,5,4,3,2,2,4
3930,B,1,1,2,3,4,5,5,4,4,4,2,3,2,4,0,1
3931,B,5,5,5,5,3,3,2,2,6,6,5,4,1,0,2,0
3932,B,3,2,3,3,3,2,3,3,5,5,6,1,5,3,5,1
3933,C,2,2,2,3,4,2,3,4,2,4,4,1,4,3,5,4
3934,B,4,5,4,5,2,1,1,0,0,0,0,0,1,1,3,0
3935,B,5,5,5,5,1,1,1,1,6,5,4,5,3,2,3,4
3936,B,4,4,3,5,4,5,6,4,4,3,1,5,6,6,5,4
3937,B,1,1,0,2,3,4,5,3,6,5,4,5,2,2,2,0
3938,B,4,5,5,5,1,1,0,1,0,0,0,0,0,0,0,0
3939,C,2,3,4,3,3,2,4,5,2,4,4,3,4,4,4,4
3940,B,4,5,4,5,6,6,4,6,2,3,3,1,2,4,5,5
3941,B,0,1,2,1,1,1,2,1,1,1,2,2,4,5,6,4
3942,C,0,0,0,0,3,3,5,4,3,3,1,2,2,2,2,4
3943,B,5,5,5,6,0,0,0,0,5,6,6,5,5,6,6,2
3944,B,0,0,0,1,4,4,5,4,1,1,1,1,2,3,2,3
3945,B,1,2,3,2,3,4,3,3,1,1,1,0,3,4,3,5
3946,F,2,2,2,3,6,6,6,6,0,1,0,1,1,0,0,1
3947,C,4,4,3,3,1,0,0,0,0,3,5,6,6,6,6,1
3948,C,0,0,0,0,5,4,5,6,2,3,2,1,1,2,3,1
3949,B,5,5,5,5,5,5,4,3,0,0,1,1,3,3,4,4
3950,B,4,2,2,0,0,0,0,0,5,5,5,5,2,3,2,2
3951,B,4,4,4,5,0,0,0,0,4,4,3,3,5,2,0,2
3952,B,6,6,6,5,2,1,3,1,2,2,4,2,1,2,3,4
3953,C,5,5,5,6,5,5,3,2,2,3,3,4,2,4,5,5
3954,C,1,1,0,3,2,2,1,5,2,3,4,2,5,6,5,3
3955,C,6,6,6,6,5,4,5,5,3,4,2,0,3,5,0,1
3956,B,0,0,0,0,5,5,5,4,1,3,4,2,5,6,6,5
3957,C,0,0,0,1,2,3,2,1,5,4,4,3,4,4,4,5
3958,B,1,0,0,0,0,0,0,0,6,6,6,1,5,5,5,1
3959,B,5,5,6,6,6,6,6,6,0,0,0,0,1,1,3,2
3960,C,2,2,2,4,5,4,5,4,3,3,3,4,5,1,2,3
3961,B,5,5,4,5,6,6,6,6,0,1,2,0,3,2,2,3
3962,C,2,3,3,3,3,4,4,5,6,4,5,2,6,5,6,1
3963,B,1,1,0,2,5,4,5,5,3,2,1,4,5,4,4,3
3964,D,4,4,4,5,5,5,5,4,5,6,5,5,6,6,6,6
3965,B,2,3,3,3,3,4,5,2,2,2,1,3,5,3,4,4
3966,C,2,3,3,2,4,5,6,5,6,6,5,3,5,3,0,3
3967,B,3,4,5,4,5,6,6,6,5,3,2,2,1,0,0,2
3968,B,0,1,2,2,3,3,3,2,2,2,5,3,6,4,5,5
3969,B,3,3,3,2,4,3,3,4,6,6,6,6,6,5,6,6
3970,C,4,3,2,2,1,1,0,2,1,1,2,2,0,1,0,5
3971,B,4,3,3,1,2,1,3,2,6,6,6,5,0,0,0,5
3972,B,6,6,6,6,6,6,6,5,0,0,0,0,2,4,5,1
3973,D,4,4,4,3,6,6,5,6,0,1,1,0,3,3,2,1
3974,B,5,5,5,3,6,6,6,6,0,0,0,0,0,1,1,1
3975,B,5,5,5,4,0,0,0,1,0,0,0,0,1,2,1,0
3976,B,3,3,3,3,5,5,6,5,2,2,1,3,3,0,0,4
3977,B,5,5,5,6,6,6,6,5,6,5,3,6,3,4,0,6
3978,B,3,3,2,3,5,6,5,5,1,1,2,3,6,6,4,6
3979,B,3,3,4,4,2,2,4,4,5,4,1,5,4,5,0,3
3980,B,2,1,0,0,0,0,0,0,4,5,6,6,0,1,2,3
3981,B,3,2,1,4,3,4,2,4,6,5,5,5,5,5,6,2
3982,C,2,2,1,3,3,2,3,3,3,2,1,5,6,5,6,2
3983,B,5,5,4,3,4,4,3,5,2,2,3,1,4,5,4,1
3984,B,2,2,3,4,6,6,6,6,2,2,1,3,5,5,4,5
3985,B,4,4,4,5,4,5,4,3,2,2,1,1,5,6,2,1
3986,C,6,5,5,4,4,4,4,5,0,1,1,0,4,5,0,5
3987,C,5,5,5,6,5,4,3,6,3,4,3,6,6,6,6,6
3988,B,5,5,5,5,5,5,6,3,2,2,3,4,2,2,2,3
3989,E,5,6,6,6,5,4,4,5,0,0,0,0,0,1,0,0
3990,B,0,1,2,2,4,3,4,5,3,1,0,2,3,2,2,4
3991,B,5,5,6,5,4,4,4,2,2,3,3,5,3,4,3,5
3992,B,1,1,1,0,3,2,3,4,4,2,2,4,6,5,5,5
3993,B,6,6,6,6,0,0,1,0,6,5,5,5,2,2,4,5
3994,B,3,2,2,0,0,0,0,0,1,2,1,2,2,0,0,2
3995,C,3,3,1,0,4,5,4,5,4,4,3,3,0,0,2,3
3996,B,1,1,1,1,3,3,5,4,3,3,1,1,4,4,3,2
3997,B,0,1,1,0,5,4,2,6,4,4,3,3,1,2,2,4
3998,C,2,1,1,1,5,5,5,6,2,3,1,4,5,6,4,4
3999,B,5,5,5,6,5,4,5,5,5,6,6,5,5,5,6,1
4000,B,4,4,4,3,3,2,2,2,1,1,1,5,1,2,1,1
4001,B,1,1,2,2,5,5,5,5,4,5,4,3,6,6,6,6
4002,C,2,2,2,3,5,5,5,5,4,3,4,5,6,6,6,5
4003,C,2,1,1,1,2,1,4,3,5,5,5,5,4,2,4,5
4004,B,2,3,3,4,3,1,1,4,2,3,4,4,2,1,3,1
4005,C,3,4,4,4,1,1,0,1,3,1,3,5,5,5,6,3
4006,B,2,1,1,0,0,0,0,0,6,6,6,3,6,6,6,3
4007,C,5,4,5,6,4,4,4,5,1,1,1,1,6,4,1,2
4008,C,0,0,1,0,2,3,4,3,1,1,4,1,4,4,4,4
4009,B,3,2,2,1,0,0,0,1,3,4,3,5,2,4,1,5
4010,C,4,4,4,3,1,1,2,1,2,2,4,3,6,6,6,1
4011,B,1,1,1,2,6,6,6,5,1,1,1,1,6,6,6,6
4012,B,6,6,6,6,2,2,2,2,6,6,5,6,5,6,5,6
4013,C,4,4,4,4,3,2,2,1,0,0,0,0,0,0,0,1
4014,B,5,5,4,3,1,1,2,3,0,0,1,4,0,0,0,3
4015,C,0,0,0,0,1,1,1,1,4,3,2,2,3,2,2,6
4016,B,5,5,5,6,3,4,4,2,5,3,3,6,2,0,1,5
4017,B,2,3,2,2,1,1,1,1,1,2,2,5,2,2,3,6
4018,B,5,5,5,4,0,0,1,1,4,3,2,5,2,2,3,3
4019,B,0,0,0,1,6,6,6,6,2,3,5,1,0,1,2,3
4020,B,6,6,6,6,2,3,3,2,6,5,5,1,3,3,0,1
4021,B,3,4,4,3,2,2,4,1,6,5,6,5,5,3,5,5
4022,B,3,4,4,4,4,3,3,2,1,1,2,5,4,2,4,5
4023,B,3,3,3,2,3,3,2,3,1,0,0,2,0,0,0,2
4024,C,1,1,2,1,4,3,5,6,4,3,4,3,3,3,5,5
4025,B,1,2,2,1,4,3,3,5,1,4,5,0,3,5,5,4
4026,F,4,4,4,5,5,5,5,6,0,0,0,0,0,0,1,0
4027,B,1,1,3,2,1,1,1,2,4,2,4,1,3,2,3,5
4028,C,6,6,6,6,4,4,3,2,6,5,5,6,1,2,4,6
4029,B,1,2,1,2,4,4,4,4,3,2,1,4,5,5,5,4
4030,F,2,1,1,2,5,5,5,5,0,0,0,0,1,1,1,1
4031,B,6,6,6,6,1,1,0,2,2,2,1,1,4,1,0,4
4032,D,6,6,6,6,2,1,2,1,6,6,6,6,6,6,5,0
4033,B,1,1,2,3,5,5,5,5,0,0,1,1,3,5,5,3
4034,B,0,0,0,0,2,2,2,4,6,6,6,6,4,6,5,1
4035,B,3,3,4,4,6,6,6,5,2,3,3,6,5,6,4,6
4036,B,2,3,3,2,4,3,3,4,4,4,2,1,5,5,3,3
4037,B,2,1,2,3,3,5,5,3,0,0,0,1,4,4,4,5
4038,B,0,0,0,0,3,3,1,5,1,1,0,0,4,5,5,2
4039,B,4,4,3,2,0,0,0,1,5,5,6,5,5,6,6,3
4040,B,1,1,2,1,5,3,4,3,1,1,1,2,5,2,2,6
4041,B,4,5,5,5,4,6,5,5,5,6,6,3,0,1,2,1
4042,B,4,5,5,6,2,1,1,2,6,6,6,6,6,6,6,6
4043,B,4,4,4,5,3,3,5,1,4,3,6,4,1,1,2,4
4044,B,5,5,5,5,1,1,1,0,5,4,4,5,1,2,2,4
4045,C,6,6,6,6,2,2,1,0,1,1,2,2,4,6,6,1
4046,B,5,5,5,5,3,2,3,3,3,2,3,5,6,3,3,5
4047,B,0,0,0,0,4,4,5,3,4,6,6,1,3,5,4,6
4048,C,6,6,6,5,5,4,4,3,0,1,2,1,0,1,1,2
4049,B,2,2,3,3,5,3,4,3,1,1,1,3,6,6,6,6
4050,B,1,2,3,2,4,3,3,4,0,0,0,2,0,0,0,1
4051,C,1,1,1,0,3,3,3,3,5,3,3,5,1,0,2,0
4052,C,4,4,5,5,6,6,6,5,6,5,4,3,5,5,5,3
4053,C,3,3,3,4,4,3,3,2,3,3,4,5,5,6,6,6
4054,B,5,5,5,4,2,2,2,2,4,4,4,4,4,5,3,1
4055,B,1,1,1,1,5,3,2,4,1,2,4,1,4,5,6,3
4056,B,2,2,2,3,0,0,0,1,2,3,2,2,3,3,3,1
4057,C,0,0,0,2,6,5,5,6,3,2,0,1,2,1,1,2
4058,B,4,4,4,5,2,2,2,3,5,4,2,5,4,4,2,2
4059,B,6,6,6,5,3,4,3,3,3,4,6,6,2,4,6,5
4060,B,4,4,5,5,2,2,0,4,4,4,5,3,6,6,5,6
4061,B,4,4,4,5,3,3,5,3,2,3,1,2,4,4,3,6
4062,B,2,3,3,3,4,5,5,4,1,1,1,5,6,6,6,6
4063,C,0,0,0,0,5,4,4,5,5,6,5,5,4,5,3,1
4064,C,6,6,6,6,6,4,5,6,0,0,0,0,2,4,1,0
4065,B,1,1,0,1,6,6,5,6,3,3,3,3,2,3,5,3
4066,B,1,1,2,2,4,4,4,4,3,3,3,5,6,6,4,4
4067,B,1,1,2,2,2,1,2,4,3,3,2,2,2,3,1,5
4068,B,4,5,5,5,5,6,5,5,3,3,4,3,2,3,0,4
4069,B,3,3,3,4,4,4,5,4,5,5,3,3,2,0,0,0
4070,B,2,2,2,2,0,1,2,0,5,5,4,6,1,3,1,5
4071,B,0,0,0,0,5,5,3,6,2,1,0,3,2,0,0,3
4072,B,5,4,5,4,4,4,3,2,5,6,6,6,5,4,4,4
4073,C,5,6,6,5,3,4,3,0,4,4,4,6,0,2,0,6
4074,B,6,5,5,3,1,2,1,0,5,5,4,4,0,0,0,3
4075,B,3,3,2,3,2,1,0,3,2,4,2,2,4,2,3,4
4076,B,2,2,3,3,4,2,1,5,0,1,5,5,0,0,0,2
4077,B,2,2,2,0,0,0,1,0,6,5,4,6,4,5,4,4
4078,B,5,4,4,5,4,4,2,3,4,4,5,6,2,2,4,3
4079,B,3,1,1,1,0,1,1,1,5,3,2,2,5,2,1,3
4080,C,3,3,3,3,3,3,3,3,1,1,0,3,5,6,6,5
4081,B,1,0,0,0,0,2,1,3,6,6,4,6,2,3,4,4
4082,B,1,3,2,2,6,6,6,6,4,4,2,2,0,0,1,0
4083,B,6,6,6,6,3,3,4,4,2,3,1,4,4,6,1,4
4084,B,6,6,6,6,4,4,2,3,4,3,4,5,0,2,3,6
4085,B,3,3,2,3,4,4,4,5,5,5,6,4,5,6,6,4
4086,G,4,4,4,4,6,6,5,6,0,0,0,0,0,1,2,0
4087,B,1,0,0,0,4,4,3,5,5,3,3,3,4,3,3,6
4088,B,5,5,5,3,0,0,0,1,6,6,6,6,2,3,0,6
4089,B,0,1,1,2,6,6,6,6,2,1,1,2,3,2,3,1
4090,B,5,5,6,5,3,4,4,3,3,5,5,5,0,2,3,3
4091,C,0,0,0,0,2,3,5,2,4,4,6,1,5,3,4,3
4092,B,4,5,5,5,6,6,6,6,0,0,0,0,0,0,0,1
4093,B,3,3,3,4,1,1,0,0,2,3,3,0,5,6,6,0
4094,B,6,5,6,5,3,3,2,4,5,6,5,6,0,1,2,6
4095,B,4,4,5,5,5,5,5,5,3,3,2,0,6,2,0,1
4096,C,5,5,6,5,0,0,1,0,6,5,5,2,5,5,6,2
4097,B,6,6,5,5,3,4,4,3,0,0,0,0,1,0,1,0
4098,B,6,6,6,6,3,3,3,1,6,6,5,6,6,4,3,6
4099,B,3,3,1,3,5,4,0,6,0,1,6,0,0,1,3,0
4100,B,0,1,2,2,5,4,5,5,1,2,0,1,3,3,0,5
4101,B,0,0,1,1,4,5,6,5,3,3,2,1,3,5,5,2
4102,B,1,1,2,3,5,5,6,6,4,6,4,4,5,5,6,3
4103,C,3,3,3,4,5,5,6,3,3,4,2,5,6,6,4,5
4104,C,4,4,4,4,5,5,5,5,5,3,2,6,5,4,5,3
4105,B,5,5,6,5,3,4,4,2,4,4,5,5,2,1,2,5
4106,C,0,0,0,0,5,5,5,5,2,2,1,1,1,1,2,5
4107,B,0,0,0,1,2,3,5,3,5,4,3,2,6,5,6,3
4108,B,3,3,2,0,0,1,1,2,5,5,6,5,5,4,5,4
4109,B,3,4,3,4,6,6,5,4,3,2,1,3,4,3,1,5
4110,C,2,2,3,2,3,3,5,5,2,2,2,2,2,2,3,5
4111,C,4,4,5,5,0,0,0,0,2,3,1,4,4,5,5,4
4112,B,1,1,1,2,6,6,6,6,2,1,0,6,3,5,6,6
4113,B,4,4,4,4,6,6,6,6,2,2,4,4,2,3,5,5
4114,B,1,1,0,0,1,1,2,1,3,3,3,5,3,4,5,4
4115,B,5,5,5,3,5,5,5,5,2,3,6,1,4,5,6,0
4116,B,2,2,2,1,6,6,6,6,6,6,6,6,5,5,5,6
4117,B,0,1,2,0,5,5,5,5,5,6,5,5,2,4,4,5
4118,B,4,4,5,5,5,5,4,4,6,5,6,4,5,5,6,5
4119,B,1,2,3,2,3,4,4,2,5,5,3,1,4,5,5,2
4120,B,6,6,6,5,0,0,0,0,6,6,6,6,2,0,2,5
4121,B,0,0,0,0,6,6,6,6,5,4,3,3,6,6,4,6
4122,B,4,3,2,1,0,0,1,0,4,2,1,5,4,0,2,2
4123,C,3,3,1,4,5,6,5,5,4,6,6,1,4,5,6,1
4124,B,2,3,3,4,2,1,1,3,6,6,5,5,4,3,0,4
4125,C,2,2,2,4,3,4,5,3,4,5,4,3,5,4,4,5
4126,D,3,2,1,1,2,2,2,1,1,0,0,1,2,2,4,2
4127,B,5,5,4,5,6,6,5,6,3,3,5,1,3,1,2,0
4128,B,0,0,0,1,1,1,2,0,0,0,0,0,6,4,5,2
4129,B,5,5,5,4,0,1,1,0,5,3,4,2,4,0,2,1
4130,B,3,3,2,4,6,6,5,6,2,2,4,3,5,6,6,1
4131,B,6,6,6,6,1,2,1,1,6,6,6,4,6,3,3,2
4132,C,0,0,1,0,5,5,4,5,2,2,3,2,3,4,5,3
4133,B,0,0,0,1,2,2,2,1,3,3,2,1,2,2,0,0
4134,B,3,2,4,4,4,4,6,2,5,5,4,4,5,4,3,2
4135,C,3,3,2,0,4,4,1,3,6,6,3,1,0,1,0,0
4136,B,0,0,1,1,6,6,6,6,0,1,2,2,0,0,2,5
4137,B,1,2,1,1,2,3,3,3,2,3,4,3,5,4,5,5
4138,B,5,5,5,5,1,1,1,0,6,6,6,6,5,6,4,5
4139,B,1,1,1,2,2,1,1,4,2,1,1,1,1,0,0,1
4140,B,1,0,0,1,2,2,4,4,2,4,2,3,3,5,4,5
